DOI,Year Pub,Study,Species,n,Polymer,Density(g/cm^3),Diameter(µm),Radius(µm),[MP] ,Units,[mg/kg],Items/kg_SOIL,Volume,Volume cm3,Density*V,D*V*1000,mg/kg / (D*V*1000) = Items/kg,
https://doi.org/10.1016/j.envpol.2023.121068,2023,Lab,Mice,32,Polystyrene (PS),1.05,#1-5,1.5,40,mg/kg,40,,14.1371669411541,0.0000000000141371669411541,0.0000000000148440252882118,0.0000000148440252882118,2694686867.16436,
https://doi.org/10.1016/j.envpol.2023.121068,2023,Lab,Mice,32,Polystyrene (PS),1.05,#10-20,7.5,40,mg/kg,40,,1767.14586764426,0.00000000176714586764426,0.00000000185550316102647,0.00000185550316102647,21557494.9373149,
https://doi.org/10.1016/j.ecoenv.2021.112882,2021,Lab,Mice,12,Polystyrene (PS),1.05,0.5,0.25,0.5,mg/100 uL,5,,0.0654498469497874,0.0000000000000654498469497874,0.0000000000000687223392972768,0.0000000000687223392972768,72756545413.4378,
https://doi.org/10.1016/j.envpol.2023.121482,2023,Lab,Mice,12,Polyethylene (PE),0.96,10–150,15,0.4,mg/kg,0.4,,14137.1669411541,0.0000000141371669411541,0.0000000135716802635079,0.0000135716802635079,29473.1376096103,
https://doi.org/10.1016/j.envpol.2023.121482,2023,Lab,Mice,12,Polyethylene (PE),0.96,10–150,15,4,mg/kg,4,,14137.1669411541,0.0000000141371669411541,0.0000000135716802635079,0.0000135716802635079,294731.376096103,
https://doi.org/10.1016/j.envpol.2023.121482,2023,Lab,Mice,12,Polyethylene (PE),0.96,10–150,15,40,mg/kg,40,,14137.1669411541,0.0000000141371669411541,0.0000000135716802635079,0.0000135716802635079,2947313.76096103,
https://doi.org/10.1016/j.envint.2022.107121,2022,Lab,Mice,110,Polyethylene (PE),0.96,10–20,7.5,100 ppm/100 μL,,1,,1767.14586764426,0.00000000176714586764426,0.00000000169646003293849,0.00000169646003293849,589462.752192204,
https://doi.org/10.3390/ijms24087382,2023,Lab,Mice,24,Polystyrene (PS),1.05,5,2.5,10,mg/L,10,,65.4498469497874,0.0000000000654498469497874,0.0000000000687223392972768,0.0000000687223392972768,145513090.826876,
https://doi.org/10.3390/ijms24087382,2023,Lab,Mice,24,Polystyrene (PS),1.05,0.5,0.25,10,mg/L,10,,0.0654498469497874,0.0000000000000654498469497874,0.0000000000000687223392972768,0.0000000000687223392972768,145513090826.876,
https://doi.org/10.1016/j.envpol.2023.121376,2023,Lab,Mice,42,Polyethylene (PE),0.92,30,15,2,ug/g,2,,14137.1669411541,0.0000000141371669411541,0.0000000130061935858618,0.0000130061935858618,153772.891876227,
https://doi.org/10.1016/j.envpol.2023.121376,2023,Lab,Mice,42,Polyethylene (PE),0.92,30,15,20,ug/g,20,,14137.1669411541,0.0000000141371669411541,0.0000000130061935858618,0.0000130061935858618,1537728.91876227,
https://doi.org/10.1016/j.envpol.2023.121376,2023,Lab,Mice,42,Polyethylene (PE),0.92,30,15,200,ug/g,200,,14137.1669411541,0.0000000141371669411541,0.0000000130061935858618,0.0000130061935858618,15377289.1876227,
https://doi.org/10.1016/j.envpol.2023.121376,2023,Lab,Mice,42,Polyethylene (PE),0.92,200,100,2,ug/g,2,,4188790.20478639,0.00000418879020478639,0.00000385368698840348,0.00385368698840348,518.983510082267,
https://doi.org/10.1016/j.envpol.2023.121376,2023,Lab,Mice,42,Polyethylene (PE),0.92,200,100,20,ug/g,20,,4188790.20478639,0.00000418879020478639,0.00000385368698840348,0.00385368698840348,5189.83510082267,
https://doi.org/10.1016/j.envpol.2023.121376,2023,Lab,Mice,42,Polyethylene (PE),0.92,200,100,200,ug/g,200,,4188790.20478639,0.00000418879020478639,0.00000385368698840348,0.00385368698840348,51898.3510082267,
https://doi.org/10.1016/j.jhazmat.2022.130544,2023,Lab,Mice,40,Polystyrene (PS),1.05,0.5,0.25,0.5,mg/L,0.5,,0.0654498469497874,0.0000000000000654498469497874,0.0000000000000687223392972768,0.0000000000687223392972768,7275654541.34378,
https://doi.org/10.1016/j.jhazmat.2022.130544,2023,Lab,Mice,40,Polystyrene (PS),1.05,0.5,0.25,5,mg/L,5,,0.0654498469497874,0.0000000000000654498469497874,0.0000000000000687223392972768,0.0000000000687223392972768,72756545413.4378,
https://doi.org/10.1016/j.jhazmat.2022.130544,2023,Lab,Mice,40,Polystyrene (PS),1.05,0.5,0.25,50,mg/L,50,,0.0654498469497874,0.0000000000000654498469497874,0.0000000000000687223392972768,0.0000000000687223392972768,727565454134.378,
https://doi.org/10.1016/j.ecoenv.2023.114821,2023,Lab,Mice,,Polystyrene (PS),1.05,5,2.5,1,mg/mL,1000,,65.4498469497874,0.0000000000654498469497874,0.0000000000687223392972768,0.0000000687223392972768,14551309082.6876,
https://doi.org/10.1016/j.ecoenv.2023.114821,2023,Lab,Mice,,Polystyrene (PS),1.05,0.5,0.25,1,mg/mL,1000,,0.0654498469497874,0.0000000000000654498469497874,0.0000000000000687223392972768,0.0000000000687223392972768,14551309082687.6,
https://doi.org/10.1016/j.ecoenv.2022.114194,2022,Lab,Mice,18,Polyethylene (PE),0.96,    150 -300,112.5,20,mg/mL,20000,,5964117.30329937,0.00000596411730329937,0.0000057255526111674,0.0057255526111674,3493112.60558344,
https://doi.org/10.1016/j.ecoenv.2022.114194,2022,Lab,Mice,18,Polystyrene (PS),1.05,    150 -300,112.5,20,mg/mL,20000,,5964117.30329937,0.00000596411730329937,0.00000626232316846434,0.00626232316846434,3193702.95367629,
https://doi.org/10.1016/j.ecoenv.2022.114194,2022,Lab,Mice,18,Polyvinyl Chloride (PVC),1.38,    150 -300,112.5,20,mg/mL,20000,,5964117.30329937,0.00000596411730329937,0.00000823048187855313,0.00823048187855313,2429991.37779717,
https://doi.org/10.1016/j.ecoenv.2022.114194,2022,Lab,Mice,18,Polyethylene Terephthalate (PETE),1.397,    150 -300,112.5,20,mg/mL,20000,,5964117.30329937,0.00000596411730329937,0.00000833187187270922,0.00833187187270922,2400420.97448826,
https://doi.org/10.1016/j.ecoenv.2022.114194,2022,Lab,Mice,18,Polypropylene (PP),0.905,    150 -300,112.5,20,mg/mL,20000,,5964117.30329937,0.00000596411730329937,0.00000539752615948593,0.00539752615948593,3705401.21697249,
https://doi.org/10.1007/s11306-022-01967-8,2023,Lab,Mice,40,Polystyrene (PS),1.05,5,2.5,100,ng/L,0.0001,,65.4498469497874,0.0000000000654498469497874,0.0000000000687223392972768,0.0000000687223392972768,1455.13090826876,
https://doi.org/10.1007/s11306-022-01967-8,2023,Lab,Mice,40,Polystyrene (PS),1.05,5,2.5,"10,000",ng/L,0.01,,65.4498469497874,0.0000000000654498469497874,0.0000000000687223392972768,0.0000000687223392972768,145513.090826876,
https://doi.org/10.1007/s11306-022-01967-8,2023,Lab,Mice,40,Polystyrene (PS),1.05,5,2.5,"1,000,000",ng/L,1,,65.4498469497874,0.0000000000654498469497874,0.0000000000687223392972768,0.0000000687223392972768,14551309.0826876,
https://doi.org/10.1016/j.ecoenv.2023.114569,2023,Lab,Mice,10,Polypropylene (PP),0.905,2–20,5.5,100,ug/L,0.1,,696.909970321336,0.000000000696909970321336,0.000000000630703523140809,0.000000630703523140809,158553.101942439,
https://doi.org/10.1016/j.tox.2023.153513,2023,Lab,Mice,36,Polystyrene (PS),1.05,5,2.5,100,ug/L,0.1,,65.4498469497874,0.0000000000654498469497874,0.0000000000687223392972768,0.0000000687223392972768,1455130.90826876,
https://doi.org/10.1016/j.tox.2023.153513,2023,Lab,Mice,36,Polystyrene (PS),1.05,5,2.5,1000,ug/L,1,,65.4498469497874,0.0000000000654498469497874,0.0000000000687223392972768,0.0000000687223392972768,14551309.0826876,
https://doi.org/10.1016/j.chemosphere.2023.137877,2023,Lab,Mice,16,Polystyrene (PS),1.05,10,5,1000,ug/L,1,,523.598775598299,0.000000000523598775598299,0.000000000549778714378214,0.000000549778714378214,1818913.63533595,
https://doi.org/10.1016/j.scitotenv.2022.160861,2023,Lab,Mice,40,Polystyrene (PS),1.05,1–10,2.75,0.1,g/L,100,,87.113746290167,0.000000000087113746290167,0.0000000000914694336046754,0.0000000914694336046754,1093261388.63167,
https://doi.org/10.1016/j.ecoenv.2022.113966,2022,Lab,Mice,32,Polystyrene (PS),1.05,0.1,0.05,0.5,g/L,500,,0.000523598775598299,0.000000000000000523598775598299,0.000000000000000549778714378214,0.000000000000549778714378214,909456817667973,
https://doi.org/10.1016/j.envpol.2023.121388,2023,Lab,Mice,30,Polystyrene (PS),1.05,1–10,2.75,10,mg/L,10,,87.113746290167,0.000000000087113746290167,0.0000000000914694336046754,0.0000000914694336046754,109326138.863167,
https://doi.org/10.1016/j.envpol.2023.121388,2023,Lab,Mice,30,Polystyrene (PS),1.05,50–100,37.5,10,mg/L,10,,220893.233455532,0.000000220893233455532,0.000000231937895128309,0.000231937895128309,43114.9898746298,
https://doi.org/10.5620/eaht.2022015,2022,Lab,Rats,24,Polystyrene (PS),1.05,2000,1000,10,g/kg,10000,,4188790204.78639,0.00418879020478639,0.00439822971502571,4.39822971502571,2273.64204416993,
https://doi.org/10.5620/eaht.2022015,2022,Lab,Rats,24,Polystyrene (PS),1.05,2000,1000,50,g/kg,50000,,4188790204.78639,0.00418879020478639,0.00439822971502571,4.39822971502571,11368.2102208497,
https://doi.org/10.5620/eaht.2022015,2022,Lab,Rats,24,Polystyrene (PS),1.05,2000,1000,100,g/kg,100000,,4188790204.78639,0.00418879020478639,0.00439822971502571,4.39822971502571,22736.4204416993,
https://doi.org/10.1007/s11356-021-13911-9,2022,Lab,Rats ,32,Polystyrene (PS),1.05,5,2.5,7.1838 × 109,items/L,7183800000,,65.4498469497874,0.0000000000654498469497874,0.0000000000687223392972768,0.0000000687223392972768,104533694188211000,
https://doi.org/10.1007/s11356-021-13911-9,2022,Lab,Rats ,32,Polystyrene (PS),1.05,5,2.5, 7.1838 × 1010,items/L,71838000000,,65.4498469497874,0.0000000000654498469497874,0.0000000000687223392972768,0.0000000687223392972768,1045336941882110000,
https://doi.org/10.1007/s11356-021-13911-9,2022,Lab,Rats ,32,Polystyrene (PS),1.05,5,2.5,7.1838 × 1011,items/L,718380000000,,65.4498469497874,0.0000000000654498469497874,0.0000000000687223392972768,0.0000000687223392972768,10453369418821100000,
https://doi.org/10.1016/j.biopha.2023.114686,2023,Lab,Rats,48,Polystyrene (PS),1.05,0.1,0.05,0.01,mg/kg,0.01,,0.000523598775598299,0.000000000000000523598775598299,0.000000000000000549778714378214,0.000000000000549778714378214,18189136353.3595,
https://doi.org/10.3389/fnut.2022.1059660,2023,Lab,Rats,32,Polystyrene (PS),1.05,1,0.5,2,mg/kg,2,,0.523598775598299,0.000000000000523598775598299,0.000000000000549778714378214,0.000000000549778714378214,3637827270.67189,
https://doi.org/10.1007/s11356-023-26429-z,2023,Lab,Rats,40,Polystyrene (PS),1.05,5,2.5,0.2,mg/mL,200,,65.4498469497874,0.0000000000654498469497874,0.0000000000687223392972768,0.0000000687223392972768,2910261816.53751,
https://doi.org/10.3390/toxics11030225,2023,Lab,Rats,24,Polystyrene (PS),1.05,1,0.5,0.5,mg/kg,0.5,,0.523598775598299,0.000000000000523598775598299,0.000000000000549778714378214,0.000000000549778714378214,909456817.667973,
https://doi.org/10.3390/toxics11030225,2023,Lab,Rats,24,Polystyrene (PS),1.05,1,0.5,2,mg/kg,2,,0.523598775598299,0.000000000000523598775598299,0.000000000000549778714378214,0.000000000549778714378214,3637827270.67189,
https://doi.org/10.2147/NDT.S396556,2023,Lab,Rats,42,Low-Density Polyethylene (LDPE),0.917,20,10,0.0375,mg/2cc,18.75,,4188.79020478639,0.00000000418879020478639,0.00000000384112061778912,0.00000384112061778912,4881387.97650988,
https://doi.org/10.2147/NDT.S396556,2023,Lab,Rats,42,Low-Density Polyethylene (LDPE),0.917,20,10,0.075,mg/2cc,37.5,,4188.79020478639,0.00000000418879020478639,0.00000000384112061778912,0.00000384112061778912,9762775.95301975,
https://doi.org/10.2147/NDT.S396556,2023,Lab,Rats,42,Low-Density Polyethylene (LDPE),0.917,20,10,0.15,mg/2cc,75,,4188.79020478639,0.00000000418879020478639,0.00000000384112061778912,0.00000384112061778912,19525551.9060395,
https://doi.org/10.2147/NDT.S396556,2023,Lab,Rats,42,Low-Density Polyethylene (LDPE),0.917,20,10,0.3,mg/2cc,150,,4188.79020478639,0.00000000418879020478639,0.00000000384112061778912,0.00000384112061778912,39051103.812079,
https://doi.org/10.2147/NDT.S396556,2023,Lab,Rats,42,Low-Density Polyethylene (LDPE),0.917,20,10,0.6,mg/2cc,300,,4188.79020478639,0.00000000418879020478639,0.00000000384112061778912,0.00000384112061778912,78102207.624158,
https://doi.org/10.1080/15376516.2023.2191270 ,2023,Lab,Rats,70,Polystyrene (PS),1.05,1,0.5,0.02,mg/kg,0.2,,0.523598775598299,0.000000000000523598775598299,0.000000000000549778714378214,0.000000000549778714378214,363782727.067189,
https://doi.org/10.1080/15376516.2023.2191270 ,2023,Lab,Rats,70,Polystyrene (PS),1.05,5,2.5,0.02,mg/kg,0.2,,65.4498469497874,0.0000000000654498469497874,0.0000000000687223392972768,0.0000000687223392972768,2910261.81653751,
https://doi.org/10.1002/tox.23095,2021,Lab,Rats,32,Polystyrene (PS),1.05,500,250,0.5,mg/L,0.5,,65449846.9497874,0.0000654498469497874,0.0000687223392972768,0.0687223392972768,7.27565454134378,
https://doi.org/10.1002/tox.23095,2021,Lab,Rats,32,Polystyrene (PS),1.05,500,250,5,mg/L,5,,65449846.9497874,0.0000654498469497874,0.0000687223392972768,0.0687223392972768,72.7565454134378,
https://doi.org/10.1002/tox.23095,2021,Lab,Rats,32,Polystyrene (PS),1.05,500,250,50,mg/L,50,,65449846.9497874,0.0000654498469497874,0.0000687223392972768,0.0687223392972768,727.565454134378,
https://doi.org/10.1016/j.envpol.2020.115025,2020,Lab,Rats,32,Polystyrene (PS),1.05,0.5,0.25,0.5,mg/L,0.5,,0.0654498469497874,0.0000000000000654498469497874,0.0000000000000687223392972768,0.0000000000687223392972768,7275654541.34378,
https://doi.org/10.1016/j.envpol.2020.115025,2020,Lab,Rats,32,Polystyrene (PS),1.05,0.5,0.25,5,mg/L,5,,0.0654498469497874,0.0000000000000654498469497874,0.0000000000000687223392972768,0.0000000000687223392972768,72756545413.4378,
https://doi.org/10.1016/j.envpol.2020.115025,2020,Lab,Rats,32,Polystyrene (PS),1.05,0.5,0.25,50,mg/L,50,,0.0654498469497874,0.0000000000000654498469497874,0.0000000000000687223392972768,0.0000000000687223392972768,727565454134.378,
https://doi.org/10.1177/15593258211019882,2021,Lab,Rats,60,Polystyrene (PS),1.05,10,5,2,µg/L,0.002,,523.598775598299,0.000000000523598775598299,0.000000000549778714378214,0.000000549778714378214,3637.82727067189,
https://doi.org/10.1177/15593258211019882,2021,Lab,Rats,60,Polystyrene (PS),1.05,10,5,20,µg/L,0.02,,523.598775598299,0.000000000523598775598299,0.000000000549778714378214,0.000000549778714378214,36378.2727067189,
https://doi.org/10.1177/15593258211019882,2021,Lab,Rats,60,Polystyrene (PS),1.05,10,5,200,µg/L,0.2,,523.598775598299,0.000000000523598775598299,0.000000000549778714378214,0.000000549778714378214,363782.727067189,
https://doi.org/10.1177/15593258211019882,2021,Lab,Rats,60,Polystyrene (PS),1.05,10,5,2000,µg/L,2,,523.598775598299,0.000000000523598775598299,0.000000000549778714378214,0.000000549778714378214,3637827.27067189,
https://doi.org/10.1016/j.chemosphere.2022.136093,2022,Lab,Rats,60,Polystyrene (PS),1.05,0.2,0.1,125,µg/mL,125,,0.00418879020478639,0.00000000000000418879020478639,0.00000000000000439822971502571,0.00000000000439822971502571,28420525552124.2,
https://doi.org/10.5620/eaht.2022015,2022,Lab,Rats,24,Polystyrene (PS),1.05,2000,1000,10,g/kg,10000,,4188790204.78639,0.00418879020478639,0.00439822971502571,4.39822971502571,2273.64204416993,
https://doi.org/10.5620/eaht.2022015,2022,Lab,Rats,24,Polystyrene (PS),1.05,2000,1000,50,g/kg,50000,,4188790204.78639,0.00418879020478639,0.00439822971502571,4.39822971502571,11368.2102208497,
https://doi.org/10.5620/eaht.2022015,2022,Lab,Rats,24,Polystyrene (PS),1.05,2000,1000,100,g/kg,100000,,4188790204.78639,0.00418879020478639,0.00439822971502571,4.39822971502571,22736.4204416993,
https://doi.org/10.1016/j.ecoenv.2021.112012,2021,Lab,Rats,32,Polystyrene (PS),1.05,0.5,0.25,0.015,mg/kg,0.015,,0.0654498469497874,0.0000000000000654498469497874,0.0000000000000687223392972768,0.0000000000687223392972768,218269636.240313,
https://doi.org/10.1016/j.ecoenv.2021.112012,2021,Lab,Rats,32,Polystyrene (PS),1.05,0.5,0.25,0.15,mg/kg,0.15,,0.0654498469497874,0.0000000000000654498469497874,0.0000000000000687223392972768,0.0000000000687223392972768,2182696362.40313,
https://doi.org/10.1016/j.ecoenv.2021.112012,2021,Lab,Rats,32,Polystyrene (PS),1.05,0.5,0.25,1.5,mg/kg,1.5,,0.0654498469497874,0.0000000000000654498469497874,0.0000000000000687223392972768,0.0000000000687223392972768,21826963624.0313,
https://doi.org/10.1016/j.envpol.2019.113449,2020,Soil,,,"Polyamide (PA), Polyethylene (PE), Polypropylene (PP), Polystyrene (PS), Polyvinyl Chloride (PVC)",,,,2020,items/kg,,2020,,,,,2020,
https://doi.org/10.1038/s41598-018-36172-y,2018,Soil,,,"Polyethylene (PE), Polypropylene (PP), Polystyrene (PS)",,,,0.342,items/kg,,0.34,,,,,0.34,
https://doi.org/10.1016/j.scitotenv.2018.06.004,2018,Soil,,,Polyethylene (PE),,,,18760,items/kg,,18760,,,,,18760,
https://doi.org/10.1016/j.scitotenv.2018.10.321,2019,Soil,,,"Polyethylene (PE), Polypropylene (PP), Polyvinyl Chloride (PVC)",,,,10.3,items/kg,,10.3,,,,,10.3,
https://doi.org/10.1016/j.scitotenv.2020.138334,2020,Soil,,,"Acrylic, Polybutylene Terephthalate (PBT), Polyester Fibres (PES), Polypropylene (PP), Polystyrene (PS), Polyvinyl Chloride Acetate (PVCA)",,,,248.667,MP/kg,,282,,,,,282,
https://doi.org/10.1016/j.scitotenv.2020.138334,2020,Soil,,,"Acrylic, Polybutylene Terephthalate (PBT), Polyester Fibres (PES), Polypropylene (PP), Polystyrene (PS), Polyvinyl Chloride Acetate (PVCA)",,,,151,MP/kg,,151,,,,,151,
https://doi.org/10.1016/j.envpol.2020.114198,2020,Soil,,,"Polypropylene (PP), Polyvinylchoride (PVC)",,,,930,MP/kg,,930,,,,,930,
https://doi.org/10.1016/j.envpol.2020.114198,2020,Soil,,,"Polypropylene (PP), Polyvinylchoride (PVC)",,,,1100,MP/kg,,1100,,,,,1100,
https://doi.org/10.1016/j.envpol.2020.114198,2020,Soil,,,"Polypropylene (PP), Polyvinylchoride (PVC)",,,,2130,MP/kg,,2130,,,,,2130,
https://doi.org/10.1016/j.envpol.2020.114198,2020,Soil,,,"Polypropylene (PP), Polyvinylchoride (PVC)",,,,3060,MP/kg,,3060,,,,,3060,
https://doi.org/10.1016/j.scitotenv.2021.149326,2021,Soil,,,"Ethylene-Vinyl Acetate (EVA), Polyamide (PA), Polyethylene (PE), Polypropylene (PP), Polystyrene (PS)",,,,150.5,particles/kg,,151.5,,,,,151.5,
https://doi.org/10.1016/j.scitotenv.2021.149326,2021,Soil,,,"Ethylene-Vinyl Acetate (EVA), Polyamide (PA), Polyethylene (PE), Polypropylene (PP), Polystyrene (PS)",,,,180,particles/kg,,180,,,,,180,
https://doi.org/10.1016/j.wasman.2020.08.048,2020,Soil,,,"Melamine-Formaldehyde Resin, Methyl 2-Hydroxyethyl Cellulose, Rayon, Polybutylene Terephthalate (PBT),  Polyethylene (PE), Polyphenylene Sulfide, Polyvinyl Alcohol (PVA), Polyproylene + Polyethylene, Polypropylene (PP), Polystyrene (PS)",,,,9450,number/kg,,9450,,,,,9450,
https://doi.org/10.1007/s11368-020-02759-0,2020,Soil,,,"Acrylonitrile Butadiene Styrene (ABS), Polyamide (PA), Polyethylene (PE), Polyethylene Terephthalate (PETE), Polymethyl Methacrylate (PMMA), Polystyrene (PS), Polypropoylene (PP),  Polyvinyl Chloride (PVC), Synthetic Rubber ",,,,700,pieces/kg,,700,,,,,700,
https://doi.org/10.1016/j.envpol.2019.113391,2020,Soil,,,"Cellophane, Polyehtylene (PE), Poly(ether sulfone), Poly(methyl methacrylate) (PMMA), Polyethylene Terephthalate (PETE), Polypropylene (PP), Polystyrene (PS), Synthetic Rubber, Unknown",,,,1270,pieces/kg,,1270,,,,,1270,
https://doi.org/10.1016/j.envpol.2020.114096,2020,Soil,,,Polyethylene (PE),,,,1075.6,pieces/kg,,1075.6,,,,,1075.6,
https://doi.org/10.1016/j.envpol.2020.114096,2020,Soil,,,Polyethylene (PE),,,,80.3,number/kg,,80.3,,,,,80.3,
https://doi.org/10.1016/j.envpol.2020.114096,2020,Soil,,,Polyethylene (PE),,,,308,number/kg,,308,,,,,308,
https://doi.org/10.1039/d0em00431f,2021,Soil,,,"Polyethylene (PE), Polyethylene Terephthalate (PETE), Poly(methyl methacrylate) (PMMA), Polypropylene (PP), Polystyrene (PS), Polyvinyl Chloride (PVC),",,,,47.9,number/kg,,47.9,,,,,47.9,
https://doi.org/10.1039/d0em00431f,2020,Soil,,,"Polyehtylene (PE), Polyethylene Terephthalate (PETE), Poly(methyl methacrylate) (PMMA), Polypropylene (PP), Polystyrene (PS), Polyvinyl Chloride (PVC)",,,,25.4,number/kg,,25.4,,,,,25.4,
https://doi.org/10.1016/j.scitotenv.2020.141420,2020,Soil,,,Polyethylene (PE),0.96,900-2000,725,21.225,mg/kg,21.225,,1596256317.25836,0.00159625631725836,0.00153240606456803,1.53240606456803,13.8507674243531,
https://doi.org/10.1016/j.scitotenv.2020.141420,2020,Soil,,,Polyethylene (PE),0.96,280 - 900,295,7.55,mg/kg,7.55,,107536192.933603,0.000107536192933603,0.000103234745216259,0.103234745216259,73.1342919884585,
https://doi.org/10.1016/j.scitotenv.2020.141420,2020,Soil,,,Polyethylene (PE),0.96,150 - 280 ,107.5,1.35,mg/kg,1.35,,5203720.98143674,0.00000520372098143674,0.00000499557214217927,0.00499557214217927,270.239316253989,
https://doi.org/10.1016/j.jhazmat.2019.121814,2020,Soil,,,"Acrylic, Polyamide (PA), Polyethylene (PE), Polypropylene (PP), Polystyrene (PS), Polyvinyl Chloride (PVC), Rayon",,,,503.3,pieces/kg,,503.3,,,,,503.3,
https://doi.org/10.1016/j.scitotenv.2021.148959,2021,Soil,,,"Polybutylene Adipate Terephthalate (PBAT), Polyethylene (PE), Polyethylene Vinyl Acetate (PEVA), Polylactic Acid (PLA), Polypropylene (PP)",,,,438.15,items/kg,,438.15,,,,,438.15,
https://doi.org/10.1016/j.scitotenv.2020.141917,2021,Soil,,,"Ethylene Vinyl Acetate (EVA), Polyethylene (PE), Polypropoylene (PP), Polystyrene (PS)",,,,540,particles/kg,,540,,,,,540,
https://doi.org/10.1016/j.scitotenv.2020.141917,2021,Soil,,,"Ethylene Vinyl Acetate (EVA), Polyethylene (PE), Polypropoylene (PP), Polystyrene (PS)",,,,420,particles/kg,,420,,,,,420,
https://doi.org/10.1016/j.scitotenv.2020.141917,2021,Soil,,,"Ethylene Vinyl Acetate (EVA), Polyethylene (PE), Polypropoylene (PP), Polystyrene (PS)",,,,<200 ,particles/kg,,200,,,,,200,
https://doi.org/10.25165/j.ijabe.20211402.6165,2021,Soil,,,Polyethylene (PE),,,,161.5,pieces/100g,,0.001615,,,,,0.001615,
https://doi.org/10.25165/j.ijabe.20211402.6165,2021,Soil,,,Polyethylene (PE),,,,172.4,pieces/100g,,0.001724,,,,,0.001724,
https://doi.org/10.25165/j.ijabe.20211402.6165,2021,Soil,,,Polyethylene (PE),,,,7,pieces/100g,,0.00007,,,,,0.00007,
https://doi.org/10.25165/j.ijabe.20211402.6165,2021,Soil,,,Polyethylene (PE),,,,11.2,,,0.000112,,,,,0.000112,
https://doi.org/10.3389/fenvs.2021.739775,2021,Soil,,,"Polyethylene (PE), Polypropylene (PP)",,,,150,pieces/10g,,0.015,,,,,0.015,
https://doi.org/10.3389/fenvs.2021.739775,2021,Soil,,,"Polyethylene (PE), Polypropylene (PP)",,,,136,pieces/10g,,0.0136,,,,,0.0136,
https://doi.org/10.1016/j.envpol.2020.116199,2021,Soil,,,"Acrylic, Polyamide (PA), Polyethylene (PE), Polypropylene (PP), Polystyrene (PS),  Polyvinyl Chloride (PVC)",,,,3910,items/kg,,3910,,,,,3910,
https://doi.org/10.1016/j.envpol.2020.116199,2021,Soil,,,"Acrylic, Polyamide (PA), Polyethylene (PE), Polypropylene (PP), Polystyrene (PS),  Polyvinyl Chloride (PVC)",,,,5490,items/kg,,5490,,,,,5490,
https://doi.org/10.1016/j.envpol.2020.116199,2021,Soil,,,"Acrylic, Polyamide (PA), Polyethylene (PE), Polypropylene (PP), Polystyrene (PS),  Polyvinyl Chloride (PVC)",,,,3683,items/kg,,5683,,,,,5683,
https://doi.org/10.1016/j.envpol.2020.116199,2021,Soil,,,"Acrylic, Polyamide (PA), Polyethylene (PE), Polypropylene (PP), Polystyrene (PS),  Polyvinyl Chloride (PVC)",,,,3386,items/kg,,3386,,,,,3386,
https://doi.org/10.1016/j.envpol.2020.116199,2021,Soil,,,"Acrylic, Polyamide (PA), Polyethylene (PE), Polypropylene (PP), Polystyrene (PS),  Polyvinyl Chloride (PVC)",,,,5386,items/kg,,5386,,,,,5386,
https://doi.org/10.1016/j.envpol.2020.116199,2021,Soil,,,"Acrylic, Polyamide (PA), Polyethylene (PE), Polypropylene (PP), Polystyrene (PS),  Polyvinyl Chloride (PVC)",,,,5124,items/kg,,5124,,,,,5124,
https://doi.org/10.1016/j.scitotenv.2020.143860,2021,Soil,,,"Acrylonitrile-Butadiene-Styrene Copypolymer (ABS), Cellophane, Ethylene-Propylene Copolymer (EPC), Polyethylene (PE), Polyester Fibres (PES), Poly(methyl Methacrylate) (PMMA), Polypropylene (PP), Polystyrene (PS), Polyurethane (PU), Rayon ",,,,1444,items/kg,,1444,,,,,1444,
https://doi.org/10.1016/j.scitotenv.2021.150611,2022,Soil,,,"Polyacrylonitriles (PAN), Polyamides (PA), Polyethylene (PE), Polyethylene Terephthalate (PETE), Polypropylene (PP), Polyvinyl Chloride (PVC), Other",,,,23.91,MP/g,,0.02391,,,,,0.02391,
https://doi.org/10.1016/j.chemosphere.2022.133645,2022,Soil,,,"Acrylic, Acrylonitrile-Butadiene-Styrene Copolymer (ABS), Polyethylene (PE), Polyethylene Terephthalate (PETE), Polypropylene (PP), Polystyrene (PS), Polyurethane (PU)",,,,6.6,Items/g,,0.0066,,,,,0.0066,
https://doi.org/10.1016/j.envpol.2018.07.051,2018,Soil,,,"Polypropylene (PP), Polyethyelene (PE), Polystyrene (PS)",,,,78,items/kg,,78,,,,,78,
https://doi.org/10.1016/j.envpol.2018.07.051,2018,Soil,,,"Polypropylene (PP), Polyethyelene (PE), Polystyrene (PS)",,,,62.5,items/kg,,62.5,,,,,62.5,
https://doi.org/10.1016/j.envpol.2019.113009,2019,Soil,,,,,,,95,items/kg,,95,,,,,95,
https://doi.org/10.1007/s10661-020-08641-3,2020,Soil,,,"Polyethylene (PE), Polystyrene (PS), Polytetraflouroethylene (PET)",,,,6250,MP/kg,,4480,,,,,4480,
https://doi.org/10.1007/s10661-020-08641-3,2020,Soil,,,"Polyethylene (PE), Polystyrene (PS), Polytetraflouroethylene (PET)",,,,4781,MP/kg,,6250,,,,,6250,
https://doi.org/10.1007/s10661-020-08641-3,2020,Soil,,,"Polyethylene (PE), Polystyrene (PS), Polytetraflouroethylene (PET)",,,,5780,MP/kg,,4781,,,,,4781,
